episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
380,1.0,-1.4433204544987768,-1.7131393505267494,178.97006442149254,15.0,3.0,7,0.0,False,True,0.8442310619799177,1,16.598090036588506,1390.371,prepare,0.0,0
380,2.0,-1.4431944883679964,-1.713297132247354,179.00105468007848,-15.0,3.0,3,39.74062385325051,False,True,0.8434665395971583,1,16.598090036588506,1390.444,in_progress,0.0,0
380,3.0,-1.45626750172426,-1.7148592723109675,179.4725625252237,-30.0,3.0,1,39.63491512973053,False,True,0.9221717157900292,1,16.598090036588506,1390.511,in_progress,0.0,0
380,4.0,-1.4835440602559256,-1.7032666791215476,176.74999624185594,-30.0,3.0,1,39.00608540777854,False,True,1.0869170085077973,1,16.598090036588506,1390.578,in_progress,0.0,0
380,5.0,-1.5245125905151469,-1.6812052086067064,172.07243699774835,-15.0,1.5,2,37.36950816487676,False,True,1.3345247468909058,2,16.598090036588506,1390.646,in_progress,0.0,0
380,6.0,-1.5773445543482145,-1.6525044971871339,167.0765818594857,-15.0,3.0,3,35.24021008366923,False,True,1.6538422507737314,2,16.598090036588506,1390.713,in_progress,0.0,0
380,7.0,-1.6379823480693412,-1.620134992733429,162.93053005751094,30.0,1.5,8,32.83918771493424,False,True,2.0203180061387105,2,16.598090036588506,1390.776,in_progress,0.0,0
380,8.0,-1.7102920012029703,-1.5878317077219148,159.9344860420445,30.0,1.5,8,30.448261208518687,False,True,2.457110674201464,3,16.598090036588506,1390.839,in_progress,0.0,0
380,9.0,-1.7878518225056923,-1.5734233116708065,162.59685097818746,0.0,1.5,4,39.02507037798016,False,True,2.908995232664263,3,16.598090036588506,1390.901,in_progress,0.0,0
380,10.0,-1.8772235057904716,-1.5575266977493667,165.01868148716133,30.0,1.5,8,27.87966701937966,False,True,3.446133517449911,3,16.598090036588506,1390.975,in_progress,0.0,0
380,11.0,-1.9715276750637118,-1.5428789734681805,167.25708640410102,-30.0,1.5,0,26.574481907313995,False,True,4.013085459035181,4,16.598090036588506,1391.041,in_progress,0.0,0
380,12.0,-2.0689296859933863,-1.5259055537576092,168.6564733006848,-30.0,3.0,1,25.3653048938854,False,True,4.899537809204318,4,16.598090036588506,1391.117,in_progress,0.0,0
380,13.0,-2.1741175605259517,-1.490324828130038,165.67980263847886,-15.0,3.0,3,24.56415977166932,False,True,5.566914199904959,5,16.598090036588506,1391.179,in_progress,0.0,0
380,14.0,-2.2727429630350904,-1.4384768706687485,160.24793492230472,-30.0,3.0,1,24.29851096481086,False,True,6.908352386833055,5,16.598090036588506,1391.252,in_progress,0.0,0
380,15.0,-2.3889971070488345,-1.3572627105617021,152.744342379804,-30.0,3.0,1,26.58735016659636,False,True,7.745464490547874,6,16.598090036588506,1391.311,in_progress,0.0,0
380,16.0,-2.489174707270726,-1.2637625022839962,144.88416100034473,-30.0,3.0,1,30.227435697365394,False,True,8.862113040194664,6,16.598090036588506,1391.385,in_progress,0.0,0
380,17.0,-2.5935292143863107,-1.1370738500202162,134.93507066410882,-30.0,3.0,1,33.96069467671495,False,True,9.812017191589893,7,16.598090036588506,1391.423,in_progress,0.0,0
380,18.0,-2.6416732114505077,-1.0647716726190561,129.30884058773535,-15.0,3.0,3,35.85579935173433,False,True,10.3789537953165,7,16.598090036588506,1391.504,in_progress,0.0,0
380,19.0,-2.7380584003674224,-0.8891482846743822,116.67246530505608,-15.0,3.0,3,39.666834323450104,False,True,11.547852087117334,8,16.598090036588506,1391.566,in_progress,0.0,0
380,20.0,-2.8076860004327506,-0.7268556699510398,106.52496113566784,-15.0,3.0,3,37.165680684913454,False,True,12.587312148003729,8,16.598090036588506,1391.644,in_progress,0.0,0
380,21.0,-2.866804570210657,-0.5442858975578504,96.24666067124303,15.0,1.5,6,35.357134207378266,False,True,13.731876005168086,9,16.598090036588506,1391.712,in_progress,0.0,0
380,22.0,-2.9083872447504246,-0.36521148354296296,85.40664436942055,-30.0,3.0,1,34.63167351513167,False,True,14.83655187773463,10,16.598090036588506,1391.779,in_progress,0.0,0
380,23.0,-2.934905805953191,-0.21252569595668586,77.29247404107748,-15.0,1.5,2,34.75936107117284,False,True,15.78477283191621,10,16.598090036588506,1391.835,in_progress,0.0,0
380,24.0,-2.949212520941697,-0.08048796375041589,70.28625196374168,-15.0,1.5,2,35.79305607172441,False,True,16.58061430516737,11,16.598090036588506,1391.911,in_progress,0.0,0
380,25.0,-2.961890097578156,0.07093825529556685,64.66972918124186,30.0,1.5,8,37.27140154143661,False,True,17.494768818402584,11,16.598090036588506,1391.992,in_progress,0.0,0
380,26.0,-2.962392772896069,0.23299848514529875,59.57532909840044,30.0,1.5,8,39.335862146730186,False,True,18.443242963869288,12,16.598090036588506,1392.033,in_progress,0.0,0
380,27.0,-2.954399599228327,0.30676913335184064,56.84988164471633,15.0,1.5,6,37.42472849307747,False,True,18.86308499987659,12,16.598090036588506,1392.12,in_progress,0.0,0
380,28.0,-2.9188715042025395,0.4578856452132286,49.52793531349616,30.0,1.5,8,32.176081816897046,False,True,19.70422188914634,12,16.598090036588506,1392.168,in_progress,0.0,0
380,29.0,-2.8994758809504484,0.5243011850144921,47.859315786326285,30.0,1.5,8,29.622006305235757,False,True,20.06753643323911,12,16.598090036588506,1392.248,in_progress,0.0,0
380,30.0,-2.8635677717864993,0.6422207630816373,47.25522307043451,-15.0,1.5,2,24.979844624550505,False,True,20.710588451923577,13,16.598090036588506,1392.309,in_progress,0.0,0
