episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
460,1.0,-1.4433175049466922,-1.7132456951329746,178.96150218375328,-15.0,2.0,2,0.0,False,True,0.8442095065535102,1,16.598090036588506,1291.861,prepare,0.0,0
460,2.0,-1.4431944883680259,-1.7132971322473536,179.00105468007843,-15.0,4.0,3,52.98749847100067,False,True,0.8434665395971587,1,16.598090036588506,1291.937,in_progress,0.0,0
460,3.0,-1.4531669332174613,-1.7137324672086627,179.23079656529316,-15.0,2.0,2,52.96107884638403,False,True,0.9035318772630807,1,16.598090036588506,1292.011,in_progress,0.0,0
460,4.0,-1.4736093136174984,-1.7128385695441237,179.22286741756275,-15.0,4.0,3,52.95946505817155,False,True,1.0267225863560794,1,16.598090036588506,1292.069,in_progress,0.0,0
460,5.0,-1.5083372642016781,-1.7089087527309836,178.35479724548048,15.0,4.0,7,52.58683954057152,False,True,1.2360874104883912,2,16.598090036588506,1292.139,in_progress,0.0,0
460,6.0,-1.5651532951640923,-1.7105690315405577,179.26819983765657,-15.0,4.0,3,52.78615686513223,False,True,1.5783269708840926,2,16.598090036588506,1292.203,in_progress,0.0,0
460,7.0,-1.6236626584155287,-1.7188577035956067,-178.48366135544487,-30.0,4.0,1,52.34700989544797,False,True,1.930532388216933,2,16.598090036588506,1292.268,in_progress,0.0,0
460,8.0,-1.6965784087783589,-1.7128447082801936,179.662067439634,30.0,2.0,8,52.90486708224837,False,True,2.3700408055199267,3,16.598090036588506,1292.335,in_progress,0.0,0
460,9.0,-1.7812916416763291,-1.7031917088354,177.3511513593322,0.0,4.0,5,65.02164043421824,False,True,2.8797660127859332,3,16.598090036588506,1292.401,in_progress,0.0,0
460,10.0,-1.8729399685832095,-1.7049173284946482,178.5318572657173,0.0,4.0,5,64.9001564282764,False,True,3.4320169097500304,3,16.598090036588506,1292.468,in_progress,0.0,0
460,11.0,-1.9939960703956872,-1.7116401510055834,-179.42775458062502,-15.0,4.0,3,52.274338135746326,False,True,4.161824408090306,4,16.598090036588506,1292.537,in_progress,0.0,0
460,12.0,-2.11677207245579,-1.712727333147873,-179.57979775952256,-30.0,4.0,1,50.25467439463569,False,True,4.893022877767054,4,16.598090036588506,1292.611,in_progress,0.0,0
