episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
40,1.0,-1.4435931810476794,-1.7132234334447602,178.99522371375213,-15.0,0.8,2,0.0,False,True,0.8458711604682577,1,16.598090036588506,167.929,prepare,0.0,0
40,2.0,-1.4431944883678711,-1.7132971322473562,179.00105468007848,-15.0,1.0,3,0.5298749847100084,False,True,0.8434665395971587,1,16.598090036588506,168.0,in_progress,0.0,0
40,3.0,-1.4518273761415874,-1.7137156233406223,179.16645006609951,-30.0,0.8,0,0.42370848879742407,False,True,0.895462068148426,1,16.598090036588506,168.069,in_progress,0.0,0
40,4.0,-1.4716199354700426,-1.7057780156805473,177.32197919484162,-15.0,1.0,3,0.522522560834835,False,True,1.0149885291767367,1,16.598090036588506,168.13,in_progress,0.0,0
40,5.0,-1.5026675617181167,-1.6950106438728634,175.07103137192343,-30.0,0.8,0,0.40954984205898,False,True,1.2024239413606403,2,16.598090036588506,168.196,in_progress,0.0,0
40,6.0,-1.541055861193175,-1.6750128094629109,171.09545464562035,30.0,1.0,9,0.4921647540578271,False,True,1.4344131489591854,2,16.598090036588506,168.262,in_progress,0.0,0
40,7.0,-1.5885850098918322,-1.6548494834605227,168.0172847083137,15.0,1.0,7,0.4722802791094969,False,True,1.7214789792468024,2,16.598090036588506,168.328,in_progress,0.0,0
40,8.0,-1.6456990501774296,-1.6583860454033625,171.50572509288298,30.0,0.8,8,0.3809211596108136,False,True,2.0654471660153693,2,16.598090036588506,168.398,in_progress,0.0,0
40,9.0,-1.7022978315379544,-1.6726350408491322,176.60481202196166,-15.0,0.8,2,0.3925854802216968,False,True,2.4059297743656662,3,16.598090036588506,168.455,in_progress,0.0,0
40,10.0,-1.752498295903543,-1.6850959572655704,-179.83284516484457,15.0,1.0,7,0.5029301275819236,False,True,2.704872138503963,3,16.598090036588506,168.527,in_progress,0.0,0
40,11.0,-1.8150210744105881,-1.705492518148284,-175.17951772352959,30.0,1.0,9,0.5214806710428985,False,True,3.0831436045810228,3,16.598090036588506,168.601,in_progress,0.0,0
40,12.0,-1.8810049237055506,-1.740327205451936,-168.6455718002458,-15.0,0.8,2,0.40056182315319416,False,True,3.483410478797666,3,16.598090036588506,168.66,in_progress,0.0,0
40,13.0,-1.9339814966449316,-1.7665020309960802,-165.0923963479101,-30.0,1.0,1,0.4743597975971163,False,True,3.804631283227411,4,16.598090036588506,168.732,in_progress,0.0,0
40,14.0,-1.99917257374558,-1.787499902923292,-164.30933653539543,-15.0,0.8,2,0.3629423827472319,False,True,4.199024980126769,4,16.598090036588506,168.806,in_progress,0.0,0
40,15.0,-2.0652754007292584,-1.79392890816773,-166.9797016108412,-15.0,0.8,2,0.35489475767727446,False,True,4.493342332153834,4,16.598090036588506,168.865,in_progress,0.0,0
40,16.0,-2.122620698540394,-1.794118319327953,-169.88673366048243,30.0,1.0,9,0.42383733306556026,False,True,4.802797284489834,4,16.598090036588506,168.935,in_progress,0.0,0
40,17.0,-2.185244488034939,-1.8022831097175989,-170.48233583713042,-15.0,0.8,2,0.317229568838318,False,True,5.155297046100314,4,16.598090036588506,169.005,in_progress,0.0,0
40,18.0,-2.2449163637916056,-1.812061966682659,-170.43247383526858,0.0,0.8,4,0.29676195710685643,False,True,5.488127896938246,5,16.598090036588506,169.067,in_progress,0.0,0
40,19.0,-2.2985502027237543,-1.8134407987558838,-172.15517697176855,30.0,1.0,9,0.35642760016463026,False,True,5.798598844189449,5,16.598090036588506,169.133,in_progress,0.0,0
40,20.0,-2.3518917265520543,-1.8219968843259111,-171.9294373642199,15.0,0.8,6,0.26898152284896243,False,True,6.096404118117019,5,16.598090036588506,169.194,in_progress,0.0,0
40,21.0,-2.408202969221039,-1.849267998163897,-167.61084326841157,-15.0,0.8,2,0.2373814950987347,False,True,6.3292767194698545,5,16.598090036588506,169.275,in_progress,0.0,0
40,22.0,-2.4701309495585213,-1.871032328123374,-165.81965212461037,-30.0,1.0,1,0.25247563173282817,False,True,6.3292767194698545,5,16.598090036588506,169.325,in_progress,0.0,0
40,23.0,-2.5180946762031193,-1.8738354584255732,-167.9301939244829,-30.0,0.8,0,0.17940467227339238,False,True,6.3292767194698545,5,16.598090036588506,169.401,in_progress,0.0,0
40,24.0,-2.5749613585584172,-1.8693032258930484,-171.39759169549356,-30.0,1.0,1,0.19044661580984346,False,True,6.3292767194698545,5,16.598090036588506,169.461,in_progress,0.0,0
40,25.0,-2.6314300060989106,-1.8543507298726976,-176.74264777821497,15.0,1.0,7,0.1576232281012201,False,True,6.579577858482192,5,16.598090036588506,169.526,in_progress,0.0,0
40,26.0,-2.695294049227763,-1.8457838408708234,-179.8310720163211,-15.0,0.8,2,0.09245816591329979,False,True,6.8819582369309895,5,16.598090036588506,169.598,in_progress,0.0,0
40,27.0,-2.7575112417502656,-1.8493302968908467,-179.11415684465942,15.0,1.0,7,0.06758356153735584,False,True,7.124585705796611,5,16.598090036588506,169.659,in_progress,0.0,0
40,28.0,-2.817296279186602,-1.853559537122693,-178.38346995324878,15.0,1.0,7,0.02163835043754936,False,True,7.354139927712754,6,16.598090036588506,169.736,in_progress,0.0,0
40,29.0,-2.8866469170349625,-1.8717000027536168,-174.7901445210313,-15.0,0.8,2,0.08000000000000002,False,False,7.562603909847389,6,16.598090036588506,169.794,in_progress,0.0,0
