episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
0,1.0,-1.4433583159228274,-1.7132896712307515,178.99978760458194,8.769978554007317,0.9281626371493769,[8.769978554007317 0.9281626371493769],0.0,False,True,0.8444538144907535,1,16.598090036588506,7.179,prepare,0.0,0
0,2.0,-1.44319448836786,-1.7132971322473565,179.00105468007843,-3.4437326282471226,0.8282652999227389,[-3.4437326282471226 0.8282652999227389],0.4388770631323918,False,True,0.8434665395971583,1,16.598090036588506,7.249,in_progress,0.0,0
0,3.0,-1.4532472270240508,-1.7130316347348853,178.9453488126327,-30.0,0.5,[-30.0 0.5],0.2648341987206957,False,True,0.9040405680415102,1,16.598090036588506,7.317,in_progress,0.0,0
0,4.0,-1.4740554786832263,-1.710573373374346,178.48621480249318,-7.834705215073615,0.9233532989345383,[-7.834705215073615 0.9233532989345383],0.4869138412569214,False,True,1.0294912190916448,1,16.598090036588506,7.384,in_progress,0.0,0
0,5.0,-1.5041478050203725,-1.7059014048122867,177.5474860232844,7.5485097500107585,0.813963734596183,[7.5485097500107585 0.813963734596183],0.4255699910526219,False,True,1.2109542866426803,2,16.598090036588506,7.448,in_progress,0.0,0
0,6.0,-1.5463518847627347,-1.7054145791109416,177.87399985813926,-30.0,0.8800938482938624,[-30.0 0.8800938482938624],0.45993443540332496,False,True,1.4652378774885315,2,16.598090036588506,7.509,in_progress,0.0,0
0,7.0,-1.5929041194201656,-1.697017339874486,176.3281927324858,14.193653654955618,0.8065193954489878,[14.193653654955618 0.8065193954489878],0.4149322272487376,False,True,1.7459992984790644,2,16.598090036588506,7.583,in_progress,0.0,0
0,8.0,-1.6459217287477705,-1.67721887685658,172.46710832374475,-10.849841454227043,0.5237224312432,[-10.849841454227043 0.5237224312432],0.2592348851002408,False,True,2.0661183849109657,2,16.598090036588506,7.652,in_progress,0.0,0
0,9.0,-1.6926747689305515,-1.6650445306146018,171.1002137209409,-30.0,0.9642849769212439,[-30.0 0.9642849769212439],0.4658316875517053,False,True,2.348224040863121,3,16.598090036588506,7.71,in_progress,0.0,0
0,10.0,-1.7438033775404305,-1.6433437805545872,167.8740768316761,4.177463766572416,1.0,[4.177463766572416 1.0],0.46144637635290287,False,True,2.6491805368459893,3,16.598090036588506,7.787,in_progress,0.0,0
